"id","premise","hypothesis","type","trigger","resp_1","resp_2","resp_3","resp_4","resp_5","mean_resp","sd_resp"
"129"," I tried to start the car, but the engine didn't make a sound. I kept turning the key.","I was turning the key earlier.","target-original","continuation_of_state",98.69,100,100,100,NA,99.6725,0.655000000000001
"130","And she approached Olympia Dukakis, with whom she had acted as well, to play Marian, the wife of the man who becomes Fiona's new suitor. ","""Away From Her"" wasn't shooting before early last year.","target-prior","continuation_of_state",50.45,45.51,54.94,26.86,36.68,42.888,11.2332706724266
"130","And she approached Olympia Dukakis, with whom she had acted as well, to play Marian, the wife of the man who becomes Fiona's new suitor.  ""Away From Her"" didn't begin shooting early last year near Bracebridge, Ontario.","""Away From Her"" wasn't shooting before early last year.","target-negated","continuation_of_state",98.29,99.16,100,90.24,88.33,95.204,5.47877997368027
"130","And she approached Olympia Dukakis, with whom she had acted as well, to play Marian, the wife of the man who becomes Fiona's new suitor.  ""Away From Her"" began shooting early last year near Bracebridge, Ontario.","""Away From Her"" wasn't shooting before early last year.","target-original","continuation_of_state",100,100,100,100,100,100,0
"1334"," The Chandela Rajputs who are responsible for the artful yet dizzyingly ornate temples have created a salacious smorgasbord of eye candy.","The famous Taj Mahal is a sight.","target-prior","comparatives",90.15,66.88,17.35,95.14,NA,67.38,35.5543780707805
"1334"," The Chandela Rajputs who are responsible for the artful yet dizzyingly ornate temples have created a salacious smorgasbord of eye candy. The temples, dating back to 950, are not a more impressive and epic sight than the famous Taj Mahal, which sits a couple of hundred kilometers to the northwest in Agra.","The famous Taj Mahal is a sight.","target-negated","comparatives",99.02,100,99.59,99.83,100,99.688,0.409475273978785
"1334"," The Chandela Rajputs who are responsible for the artful yet dizzyingly ornate temples have created a salacious smorgasbord of eye candy. The temples, dating back to 950, are a more impressive and epic sight than the famous Taj Mahal, which sits a couple of hundred kilometers to the northwest in Agra.","The famous Taj Mahal is a sight.","target-original","comparatives",100,100,100,96.02,100,99.204,1.77991011008983
"1338","And tonight, you'll understand why, as Lynn Sherr takes you on a rare visit into a private world--a place that often holds the key to a black man's success, even his very survival. It's been written that men are what their mothers made them.","What you're about to see is a testament.","target-prior","comparatives",54.94,98.29,80.72,85.97,93.47,82.678,16.9135262438085
"1338","And tonight, you'll understand why, as Lynn Sherr takes you on a rare visit into a private world--a place that often holds the key to a black man's success, even his very survival. It's been written that men are what their mothers made them. And perhaps, there's a greater testament to that than what you're about to see.","What you're about to see is a testament.","target-negated","comparatives",100,100,70.47,NA,NA,90.1566666666667,17.0491534491696
"1338","And tonight, you'll understand why, as Lynn Sherr takes you on a rare visit into a private world--a place that often holds the key to a black man's success, even his very survival. It's been written that men are what their mothers made them. And perhaps, there's no greater testament to that than what you're about to see.","What you're about to see is a testament.","target-original","comparatives",95.71,57.47,100,92.95,99.37,89.1,17.9112701950476
"1376","Metaphysical evil nullifies all attempts to establish constraints through law and social compact. The twentieth century has conferred astonishingly widespread respect for metaphysical evil by honoring the thought of Nietzsche.","I have found greater revelation about evil in narratives.","target-prior","continuation_of_state",78.94,99.34,7.05,38.85,49.55,54.746,35.8069969419386
"1376","Metaphysical evil nullifies all attempts to establish constraints through law and social compact. The twentieth century has conferred astonishingly widespread respect for metaphysical evil by honoring the thought of Nietzsche. Though such definitions and distinctions may supply us with ideas and nuances to argue about, I do not continue to find greater revelation about evil in narratives.","I have found greater revelation about evil in narratives.","target-negated","continuation_of_state",0.1,0,0,1.98,NA,0.52,0.974474217206387
"1376","Metaphysical evil nullifies all attempts to establish constraints through law and social compact. The twentieth century has conferred astonishingly widespread respect for metaphysical evil by honoring the thought of Nietzsche. Though such definitions and distinctions may supply us with ideas and nuances to argue about, I continue to find greater revelation about evil in narratives.","I have found greater revelation about evil in narratives.","target-original","continuation_of_state",100,100,100,100,100,100,0
"138","<i>(No context.)</i>","Scientists didn't understand the molecular changes invovled in nuclear reprogramming.","target-prior","continuation_of_state",0.94,0,49.85,14.97,2.86,13.724,21.0739514567155
"138","  Scientists aren't only beginning to understand the molecular changes involved in nuclear reprogramming, yet this line of basic research may result in some of the most beneficial applications of cloning to humans.","Scientists didn't understand the molecular changes invovled in nuclear reprogramming.","target-negated","continuation_of_state",100,79.3,0.94,NA,NA,60.08,52.2520545050623
"138","  Scientists are only beginning to understand the molecular changes involved in nuclear reprogramming, yet this line of basic research may result in some of the most beneficial applications of cloning to humans.","Scientists didn't understand the molecular changes invovled in nuclear reprogramming.","target-original","continuation_of_state",100,96.37,66.03,99.54,99.97,92.382,14.8086180989314
"140","Now the results of tonight's poll; 19 percent of you said the United States should legalize the millions of illegal aliens already living in this country; 81 percent said we should not. Now ""America Works"" --","The garbage collector who is on the job hours before most of us wasn't thinking about waking up before.","target-prior","continuation_of_state",5.74,0.02,0.25,NA,NA,2.00333333333333,3.23809100139779
"140","Now the results of tonight's poll; 19 percent of you said the United States should legalize the millions of illegal aliens already living in this country; 81 percent said we should not. Now ""America Works"" -- tonight, a garbage collector who is on the job hours before most of us aren't even beginning to think about waking up.","The garbage collector who is on the job hours before most of us wasn't thinking about waking up before.","target-negated","continuation_of_state",100,81.86,0,100,100,76.372,43.4098136370107
